市场代码,合约代码,Date,最新,持仓,增仓,成交额,Volume,开仓,平仓,成交类型,方向,买一价,Close,买一量,卖一量
DC,a2403,2024-01-29 10:30:06.190,4649.0000,188818,23,1580710.0000,34,28,6,空开,S,4649.0000,4650.0000,8,1
DC,a2403,2024-01-29 10:30:06.725,4649.0000,188825,7,697350.0000,15,11,4,空开,S,4649.0000,4650.0000,2,37
DC,a2403,2024-01-29 10:30:07.196,4649.0000,188826,1,139470.0000,3,2,1,多开,B,4648.0000,4650.0000,19,37
DC,a2403,2024-01-29 10:30:07.824,4649.0000,188826,0,92980.0000,2,1,1,空换,B,4648.0000,4650.0000,17,39
DC,a2403,2024-01-29 10:30:08.179,4648.0000,188839,13,790160.0000,17,15,2,多开,B,4647.0000,4649.0000,79,8
DC,a2403,2024-01-29 10:30:08.674,4650.0000,188861,22,2324830.0000,50,36,14,多开,B,4649.0000,4650.0000,7,17
DC,a2403,2024-01-29 10:30:09.685,4650.0000,188861,0,46500.0000,1,0,1,空换,B,4649.0000,4650.0000,7,16
DC,a2403,2024-01-29 10:30:10.243,4650.0000,188861,0,46500.0000,1,0,1,空换,B,4649.0000,4650.0000,7,17
DC,a2403,2024-01-29 10:30:10.676,4650.0000,188860,-1,92990.0000,2,0,2,空平,B,4649.0000,4650.0000,14,14
DC,a2403,2024-01-29 10:30:11.704,4650.0000,188858,-2,325500.0000,7,2,5,多平,S,4650.0000,4651.0000,1,30
DC,a2403,2024-01-29 10:30:12.161,4650.0000,188858,0,93000.0000,2,1,1,空换,B,4649.0000,4651.0000,17,30
DC,a2403,2024-01-29 10:30:12.674,4649.0000,188858,0,46490.0000,1,0,1,多换,S,4649.0000,4650.0000,22,3
DC,a2403,2024-01-29 10:30:12.922,4650.0000,188855,-3,139500.0000,3,0,3,双平,B,4649.0000,4651.0000,22,32
DC,a2403,2024-01-29 10:30:14.312,4649.0000,188853,-2,92980.0000,2,0,2,双平,S,4649.0000,4650.0000,21,9
DC,a2403,2024-01-29 10:30:15.380,4650.0000,188853,0,46500.0000,1,0,1,空换,B,4649.0000,4650.0000,22,8
DC,a2403,2024-01-29 10:30:16.662,4649.0000,188854,1,92980.0000,2,1,1,空开,S,4649.0000,4650.0000,2,38
DC,a2403,2024-01-29 10:30:17.196,4649.0000,188856,2,185960.0000,4,3,1,多开,B,4648.0000,4649.0000,24,6
DC,a2403,2024-01-29 10:30:17.869,4649.0000,188852,-4,232450.0000,5,0,5,空平,B,4648.0000,4649.0000,24,22
DC,a2403,2024-01-29 10:30:18.672,4649.0000,188851,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,24,21
DC,a2403,2024-01-29 10:30:19.226,4649.0000,188850,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,25,23
DC,a2403,2024-01-29 10:30:19.911,4649.0000,188849,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,27,22
DC,a2403,2024-01-29 10:30:21.693,4649.0000,188848,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,24,21
DC,a2403,2024-01-29 10:30:22.161,4649.0000,188848,0,92970.0000,2,1,1,空换,B,4648.0000,4649.0000,24,21
DC,a2403,2024-01-29 10:30:22.489,4648.0000,188849,1,139450.0000,3,2,1,空开,S,4648.0000,4649.0000,22,20
DC,a2403,2024-01-29 10:30:26.829,4648.0000,188849,0,278880.0000,6,3,3,多换,S,4648.0000,4649.0000,16,20
DC,a2403,2024-01-29 10:30:27.161,4649.0000,188844,-5,232450.0000,5,0,5,双平,B,4648.0000,4649.0000,18,16
DC,a2403,2024-01-29 10:30:28.904,4648.0000,188844,0,46480.0000,1,0,1,多换,S,4648.0000,4649.0000,16,16
DC,a2403,2024-01-29 10:30:29.161,4649.0000,188842,-2,92980.0000,2,0,2,双平,B,4648.0000,4649.0000,17,15
DC,a2403,2024-01-29 10:30:29.661,4649.0000,188837,-5,232450.0000,5,0,5,双平,B,4648.0000,4649.0000,24,10
DC,a2403,2024-01-29 10:30:32.381,4648.0000,188837,0,185920.0000,4,2,2,多换,S,4648.0000,4649.0000,7,36
DC,a2403,2024-01-29 10:30:34.696,4648.0000,188840,3,511280.0000,11,7,4,多开,B,4647.0000,4648.0000,65,9
DC,a2403,2024-01-29 10:30:35.356,4647.0000,188841,1,46470.0000,1,1,0,双开,S,4647.0000,4648.0000,64,13
DC,a2403,2024-01-29 10:30:35.813,4647.0000,188842,1,92950.0000,2,1,1,空开,S,4647.0000,4648.0000,64,13
DC,a2403,2024-01-29 10:30:36.210,4647.0000,188843,1,92950.0000,2,1,1,空开,S,4647.0000,4648.0000,63,13
DC,a2403,2024-01-29 10:30:36.452,4648.0000,188843,0,46480.0000,1,0,1,空换,B,4647.0000,4648.0000,63,13
DC,a2403,2024-01-29 10:30:37.385,4647.0000,188844,1,46470.0000,1,1,0,双开,S,4647.0000,4648.0000,62,13
DC,a2403,2024-01-29 10:30:37.865,4647.0000,188844,0,46470.0000,1,0,1,多换,S,4647.0000,4648.0000,61,13
DC,a2403,2024-01-29 10:30:38.377,4647.0000,188846,2,232350.0000,5,3,2,空开,S,4647.0000,4648.0000,56,13
DC,a2403,2024-01-29 10:30:38.722,4647.0000,188852,6,278820.0000,6,6,0,双开,S,4647.0000,4648.0000,50,23
DC,a2403,2024-01-29 10:30:39.289,4647.0000,188853,1,46470.0000,1,1,0,双开,S,4647.0000,4648.0000,49,28
DC,a2403,2024-01-29 10:30:40.750,4648.0000,188861,8,557760.0000,12,10,2,多开,B,4647.0000,4648.0000,50,14
DC,a2403,2024-01-29 10:30:41.662,4648.0000,188858,-3,185920.0000,4,0,4,空平,B,4647.0000,4648.0000,51,3
DC,a2403,2024-01-29 10:30:42.246,4648.0000,188858,0,46480.0000,1,0,1,空换,B,4647.0000,4648.0000,51,12
DC,a2403,2024-01-29 10:30:43.720,4648.0000,188869,11,604240.0000,13,12,1,空开,S,4648.0000,4649.0000,7,27
DC,a2403,2024-01-29 10:30:46.086,4648.0000,188869,0,46480.0000,1,0,1,多换,S,4648.0000,4649.0000,7,29
DC,a2403,2024-01-29 10:30:48.222,4648.0000,188869,0,46480.0000,1,0,1,多换,S,4648.0000,4649.0000,7,32
DC,a2403,2024-01-29 10:30:52.161,4649.0000,188869,0,232450.0000,5,2,3,空换,B,4648.0000,4649.0000,8,32
DC,a2403,2024-01-29 10:30:52.854,4648.0000,188871,2,92960.0000,2,2,0,双开,S,4648.0000,4649.0000,7,33
DC,a2403,2024-01-29 10:30:53.161,4648.0000,188868,-3,325360.0000,7,2,5,空平,B,4647.0000,4649.0000,49,48
DC,a2403,2024-01-29 10:30:54.162,4648.0000,188864,-4,185920.0000,4,0,4,双平,B,4647.0000,4648.0000,49,5
DC,a2403,2024-01-29 10:30:55.854,4648.0000,188863,-1,557660.0000,12,5,7,空平,B,4647.0000,4648.0000,41,40
DC,a2403,2024-01-29 10:30:56.213,4648.0000,188903,40,2230860.0000,48,44,4,多开,B,4647.0000,4648.0000,27,12
DC,a2403,2024-01-29 10:30:57.311,4649.0000,188931,28,1905970.0000,41,34,7,空开,S,4649.0000,4650.0000,9,11
DC,a2403,2024-01-29 10:30:58.662,4650.0000,188930,-1,46500.0000,1,0,1,双平,B,4649.0000,4650.0000,23,6
DC,a2403,2024-01-29 10:30:59.299,4650.0000,188927,-3,139500.0000,3,0,3,双平,B,4649.0000,4650.0000,26,6
DC,a2403,2024-01-29 10:31:01.690,4650.0000,188927,0,93000.0000,2,1,1,空换,B,4649.0000,4650.0000,31,14
DC,a2403,2024-01-29 10:31:04.706,4650.0000,188927,0,46500.0000,1,0,1,空换,B,4649.0000,4650.0000,30,19
DC,a2403,2024-01-29 10:31:05.661,4650.0000,188946,19,930000.0000,20,19,1,空开,S,4650.0000,4651.0000,12,23
DC,a2403,2024-01-29 10:31:06.324,4651.0000,188946,0,93020.0000,2,1,1,空换,B,4650.0000,4651.0000,19,12
DC,a2403,2024-01-29 10:31:07.731,4650.0000,188947,1,186010.0000,4,2,2,空开,S,4650.0000,4651.0000,11,22
DC,a2403,2024-01-29 10:31:08.197,4650.0000,188937,-10,511500.0000,11,0,11,空平,B,4649.0000,4650.0000,22,16
DC,a2403,2024-01-29 10:31:09.261,4650.0000,188937,0,465000.0000,10,5,5,空换,B,4649.0000,4650.0000,30,7
DC,a2403,2024-01-29 10:31:09.834,4650.0000,188936,-1,46500.0000,1,0,1,双平,B,4649.0000,4650.0000,30,7
DC,a2403,2024-01-29 10:31:11.274,4649.0000,188934,-2,697350.0000,15,6,9,空平,B,4648.0000,4649.0000,16,1
DC,a2403,2024-01-29 10:31:11.765,4649.0000,188935,1,46490.0000,1,1,0,双开,B,4648.0000,4649.0000,18,5
DC,a2403,2024-01-29 10:31:13.740,4648.0000,188935,0,46480.0000,1,0,1,多换,S,4648.0000,4649.0000,3,41
DC,a2403,2024-01-29 10:31:14.217,4648.0000,188935,0,139440.0000,3,1,2,空换,B,4647.0000,4649.0000,31,42
DC,a2403,2024-01-29 10:31:14.696,4648.0000,188934,-1,46480.0000,1,0,1,双平,B,4647.0000,4648.0000,37,6
DC,a2403,2024-01-29 10:31:17.376,4648.0000,188934,0,92960.0000,2,1,1,空换,B,4647.0000,4648.0000,33,11
DC,a2403,2024-01-29 10:31:17.691,4648.0000,188935,1,46480.0000,1,1,0,双开,B,4647.0000,4648.0000,33,9
DC,a2403,2024-01-29 10:31:18.163,4648.0000,188946,11,511280.0000,11,11,0,双开,S,4648.0000,4649.0000,16,30
DC,a2403,2024-01-29 10:31:18.906,4649.0000,188975,29,1394700.0000,30,29,1,空开,S,4649.0000,4650.0000,20,28
DC,a2403,2024-01-29 10:31:19.167,4650.0000,188973,-2,93000.0000,2,0,2,双平,B,4649.0000,4650.0000,28,6
DC,a2403,2024-01-29 10:31:19.666,4650.0000,188979,6,279000.0000,6,6,0,双开,B,4649.0000,4651.0000,32,28
DC,a2403,2024-01-29 10:31:20.410,4650.0000,188981,2,93000.0000,2,2,0,双开,S,4650.0000,4651.0000,8,26
DC,a2403,2024-01-29 10:31:20.676,4651.0000,188982,1,46510.0000,1,1,0,双开,B,4650.0000,4651.0000,9,14
DC,a2403,2024-01-29 10:31:24.381,4650.0000,188985,3,325500.0000,7,5,2,多开,B,4649.0000,4650.0000,31,10
DC,a2403,2024-01-29 10:31:25.195,4651.0000,188987,2,139510.0000,3,2,1,多开,B,4650.0000,4651.0000,15,39
DC,a2403,2024-01-29 10:31:25.695,4650.0000,188994,7,697500.0000,15,11,4,多开,B,4649.0000,4651.0000,31,39
DC,a2403,2024-01-29 10:31:26.661,4650.0000,188994,0,139500.0000,3,1,2,多换,S,4650.0000,4651.0000,2,33
DC,a2403,2024-01-29 10:31:27.161,4650.0000,188994,0,186000.0000,4,2,2,空换,B,4649.0000,4651.0000,35,33
DC,a2403,2024-01-29 10:31:27.661,4649.0000,188996,2,92980.0000,2,2,0,双开,S,4650.0000,4651.0000,2,33
DC,a2403,2024-01-29 10:31:28.161,4650.0000,188997,1,46500.0000,1,1,0,双开,B,4649.0000,4651.0000,29,33
DC,a2403,2024-01-29 10:31:30.203,4649.0000,188997,0,46490.0000,1,0,1,多换,S,4649.0000,4651.0000,28,35
DC,a2403,2024-01-29 10:31:33.683,4650.0000,188997,0,93000.0000,2,1,1,空换,B,4649.0000,4650.0000,29,2
DC,a2403,2024-01-29 10:31:34.228,4649.0000,188998,1,46490.0000,1,1,0,双开,S,4649.0000,4650.0000,28,2
DC,a2403,2024-01-29 10:31:34.751,4649.0000,188998,0,92990.0000,2,1,1,多换,S,4649.0000,4650.0000,27,3
DC,a2403,2024-01-29 10:31:38.127,4649.0000,188999,1,92990.0000,2,1,1,空开,S,4649.0000,4650.0000,28,2
DC,a2403,2024-01-29 10:31:39.735,4649.0000,189000,1,46490.0000,1,1,0,双开,S,4649.0000,4650.0000,27,6
DC,a2403,2024-01-29 10:31:44.329,4650.0000,189002,2,93000.0000,2,2,0,双开,B,4649.0000,4650.0000,26,4
DC,a2403,2024-01-29 10:31:50.679,4649.0000,189003,1,46490.0000,1,1,0,双开,S,4649.0000,4650.0000,15,25
DC,a2403,2024-01-29 10:31:56.162,4649.0000,189007,4,185960.0000,4,4,0,双开,S,4649.0000,4650.0000,13,29
DC,a2403,2024-01-29 10:31:57.246,4649.0000,189011,4,185960.0000,4,4,0,双开,S,4649.0000,4650.0000,9,29
DC,a2403,2024-01-29 10:32:01.661,4649.0000,189016,5,371920.0000,8,6,2,多开,B,4648.0000,4650.0000,44,34
DC,a2403,2024-01-29 10:32:02.246,4649.0000,189014,-2,92980.0000,2,0,2,双平,B,4648.0000,4649.0000,43,16
DC,a2403,2024-01-29 10:32:07.403,4649.0000,189046,32,1487680.0000,32,32,0,双开,S,4649.0000,4650.0000,18,28
DC,a2403,2024-01-29 10:32:12.349,4649.0000,189046,0,92980.0000,2,1,1,多换,S,4649.0000,4650.0000,27,19
DC,a2403,2024-01-29 10:32:16.861,4649.0000,189040,-6,1069270.0000,23,8,15,空平,B,4648.0000,4650.0000,49,31
DC,a2403,2024-01-29 10:32:19.095,4649.0000,189041,1,46490.0000,1,1,0,双开,B,4648.0000,4649.0000,25,15
DC,a2403,2024-01-29 10:32:19.653,4649.0000,189043,2,92980.0000,2,2,0,双开,B,4648.0000,4649.0000,25,13
DC,a2403,2024-01-29 10:32:20.661,4649.0000,189044,1,46490.0000,1,1,0,双开,B,4648.0000,4649.0000,28,12
DC,a2403,2024-01-29 10:32:21.062,4649.0000,189044,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,28,12
DC,a2403,2024-01-29 10:32:21.810,4648.0000,189045,1,46480.0000,1,1,0,双开,S,4648.0000,4649.0000,27,13
DC,a2403,2024-01-29 10:32:22.181,4649.0000,189047,2,139470.0000,3,2,1,多开,B,4648.0000,4649.0000,28,10
DC,a2403,2024-01-29 10:32:26.204,4649.0000,189047,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,28,11
DC,a2403,2024-01-29 10:32:26.845,4648.0000,189049,2,139440.0000,3,2,1,空开,S,4648.0000,4649.0000,25,20
DC,a2403,2024-01-29 10:32:28.184,4648.0000,189050,1,46480.0000,1,1,0,双开,S,4648.0000,4649.0000,12,26
DC,a2403,2024-01-29 10:32:28.845,4649.0000,189062,12,557830.0000,12,12,0,双开,B,4648.0000,4649.0000,7,19
DC,a2403,2024-01-29 10:32:30.820,4649.0000,189062,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,13,22
DC,a2403,2024-01-29 10:32:32.236,4648.0000,189057,-5,464800.0000,10,2,8,空平,B,4647.0000,4649.0000,86,24
DC,a2403,2024-01-29 10:32:32.902,4648.0000,189056,-1,92960.0000,2,0,2,空平,B,4647.0000,4648.0000,85,1
DC,a2403,2024-01-29 10:32:33.300,4649.0000,189058,2,92970.0000,2,2,0,双开,B,4647.0000,4648.0000,85,1
DC,a2403,2024-01-29 10:32:33.661,4648.0000,189058,0,46480.0000,1,0,1,多换,S,4648.0000,4649.0000,7,24
DC,a2403,2024-01-29 10:32:37.355,4648.0000,189057,-1,46480.0000,1,0,1,双平,S,4648.0000,4649.0000,18,17
DC,a2403,2024-01-29 10:32:39.614,4648.0000,189059,2,92960.0000,2,2,0,双开,S,4648.0000,4649.0000,24,12
DC,a2403,2024-01-29 10:32:41.162,4649.0000,189061,2,92980.0000,2,2,0,双开,B,4648.0000,4649.0000,16,19
DC,a2403,2024-01-29 10:32:42.278,4648.0000,189073,12,836640.0000,18,15,3,空开,S,4648.0000,4649.0000,3,30
DC,a2403,2024-01-29 10:32:42.663,4648.0000,189075,2,139440.0000,3,2,1,多开,B,4647.0000,4649.0000,85,31
DC,a2403,2024-01-29 10:32:50.661,4648.0000,189076,1,139450.0000,3,2,1,多开,B,4647.0000,4648.0000,85,2
DC,a2403,2024-01-29 10:32:53.206,4647.0000,189076,0,92940.0000,2,1,1,多换,S,4647.0000,4648.0000,83,2
DC,a2403,2024-01-29 10:32:53.957,4648.0000,189078,2,92960.0000,2,2,0,双开,B,4647.0000,4648.0000,78,12
DC,a2403,2024-01-29 10:32:54.722,4648.0000,189079,1,139430.0000,3,2,1,多开,B,4647.0000,4648.0000,77,10
DC,a2403,2024-01-29 10:32:55.998,4648.0000,189079,0,92960.0000,2,1,1,空换,B,4647.0000,4648.0000,78,8
DC,a2403,2024-01-29 10:32:59.294,4647.0000,189089,10,557660.0000,12,11,1,空开,S,4647.0000,4648.0000,68,10
DC,a2403,2024-01-29 10:32:59.891,4648.0000,189089,0,46480.0000,1,0,1,空换,B,4647.0000,4648.0000,61,16
DC,a2403,2024-01-29 10:33:00.335,4648.0000,189089,0,46480.0000,1,0,1,空换,B,4647.0000,4648.0000,62,20
DC,a2403,2024-01-29 10:33:01.361,4649.0000,189097,8,1022570.0000,22,15,7,多开,B,4648.0000,4649.0000,1,44
DC,a2403,2024-01-29 10:33:01.661,4649.0000,189097,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,5,41
DC,a2403,2024-01-29 10:33:02.161,4649.0000,189098,1,325420.0000,7,4,3,多开,B,4648.0000,4649.0000,12,35
DC,a2403,2024-01-29 10:33:02.912,4649.0000,189097,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,12,29
DC,a2403,2024-01-29 10:33:03.661,4649.0000,189096,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,13,28
DC,a2403,2024-01-29 10:33:04.161,4649.0000,189096,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,14,21
DC,a2403,2024-01-29 10:33:04.481,4649.0000,189095,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,14,22
DC,a2403,2024-01-29 10:33:05.675,4649.0000,189094,-1,46490.0000,1,0,1,双平,B,4648.0000,4649.0000,13,22
DC,a2403,2024-01-29 10:33:06.411,4649.0000,189094,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,13,21
DC,a2403,2024-01-29 10:33:06.948,4648.0000,189094,0,92970.0000,2,1,1,多换,S,4648.0000,4649.0000,12,22
DC,a2403,2024-01-29 10:33:07.786,4648.0000,189093,-1,139450.0000,3,1,2,多平,S,4648.0000,4649.0000,10,21
DC,a2403,2024-01-29 10:33:09.362,4649.0000,189093,0,46490.0000,1,0,1,空换,B,4648.0000,4649.0000,13,21
DC,a2403,2024-01-29 10:33:09.900,4649.0000,189101,8,511390.0000,11,9,2,多开,B,4648.0000,4649.0000,13,11
DC,a2403,2024-01-29 10:33:10.161,4649.0000,189101,0,139470.0000,3,1,2,空换,B,4648.0000,4649.0000,22,10
DC,a2403,2024-01-29 10:33:11.361,4649.0000,189106,5,464900.0000,10,7,3,空开,S,4649.0000,4650.0000,5,30
DC,a2403,2024-01-29 10:33:11.665,4650.0000,189109,3,604380.0000,13,8,5,多开,B,4649.0000,4650.0000,5,22
DC,a2403,2024-01-29 10:33:12.661,4649.0000,189112,3,232470.0000,5,4,1,空开,S,4649.0000,4650.0000,17,13
DC,a2403,2024-01-29 10:33:13.314,4650.0000,189120,8,511500.0000,11,9,2,多开,B,4649.0000,4651.0000,17,31
DC,a2403,2024-01-29 10:33:13.781,4650.0000,189119,-1,93000.0000,2,0,2,空平,B,4649.0000,4650.0000,21,4
DC,a2403,2024-01-29 10:33:14.203,4650.0000,189118,-1,46500.0000,1,0,1,双平,B,4649.0000,4650.0000,23,5
DC,a2403,2024-01-29 10:33:14.737,4650.0000,189118,0,46500.0000,1,0,1,空换,B,4649.0000,4650.0000,23,5
DC,a2403,2024-01-29 10:33:15.187,4650.0000,189122,4,232500.0000,5,4,1,空开,S,4650.0000,4651.0000,5,41
DC,a2403,2024-01-29 10:33:15.629,4650.0000,189122,0,232500.0000,5,2,3,多换,S,4650.0000,4651.0000,2,36
DC,a2403,2024-01-29 10:33:16.162,4650.0000,189121,-1,93000.0000,2,0,2,空平,B,4649.0000,4650.0000,9,29
DC,a2403,2024-01-29 10:33:17.699,4649.0000,189119,-2,697460.0000,15,6,9,多平,S,4649.0000,4650.0000,4,19
DC,a2403,2024-01-29 10:33:18.161,4650.0000,189118,-1,46500.0000,1,0,1,双平,B,4649.0000,4650.0000,9,19
DC,a2403,2024-01-29 10:33:19.161,4650.0000,189117,-1,46500.0000,1,0,1,双平,B,4649.0000,4650.0000,9,19
DC,a2403,2024-01-29 10:33:19.909,4650.0000,189117,0,465000.0000,10,5,5,空换,B,4649.0000,4650.0000,9,9
DC,a2403,2024-01-29 10:33:20.361,4650.0000,189110,-7,418500.0000,9,1,8,多平,S,4650.0000,4651.0000,6,41
DC,a2403,2024-01-29 10:33:21.200,4651.0000,189110,0,139510.0000,3,1,2,空换,B,4650.0000,4651.0000,9,34
DC,a2403,2024-01-29 10:33:22.250,4651.0000,189110,0,511610.0000,11,5,6,空换,B,4650.0000,4651.0000,9,35
DC,a2403,2024-01-29 10:33:22.688,4651.0000,189108,-2,93020.0000,2,0,2,双平,B,4650.0000,4651.0000,9,34
DC,a2403,2024-01-29 10:33:24.177,4651.0000,189110,2,744160.0000,16,9,7,多开,B,4650.0000,4651.0000,21,16
DC,a2403,2024-01-29 10:33:24.893,4651.0000,189117,7,790660.0000,17,12,5,空开,S,4651.0000,4652.0000,5,39
DC,a2403,2024-01-29 10:33:25.381,4651.0000,189117,0,232550.0000,5,2,3,空换,B,4650.0000,4652.0000,27,45
DC,a2403,2024-01-29 10:33:25.689,4651.0000,189116,-1,46510.0000,1,0,1,双平,B,4650.0000,4651.0000,28,12
DC,a2403,2024-01-29 10:33:26.275,4651.0000,189116,0,465100.0000,10,5,5,空换,B,4650.0000,4651.0000,27,1
DC,a2403,2024-01-29 10:33:26.661,4651.0000,189116,0,46510.0000,1,0,1,空换,B,4650.0000,4651.0000,27,4
DC,a2403,2024-01-29 10:33:28.370,4651.0000,189120,4,186040.0000,4,4,0,双开,S,4651.0000,4652.0000,6,51
DC,a2403,2024-01-29 10:33:29.297,4652.0000,189120,0,46520.0000,1,0,1,空换,B,4651.0000,4652.0000,7,52
DC,a2403,2024-01-29 10:33:30.790,4651.0000,189120,0,232550.0000,5,2,3,多换,S,4651.0000,4652.0000,2,55
DC,a2403,2024-01-29 10:33:31.162,4651.0000,189119,-1,186040.0000,4,1,3,空平,B,4650.0000,4651.0000,26,2
DC,a2403,2024-01-29 10:33:31.713,4650.0000,189119,0,46500.0000,1,0,1,多换,S,4650.0000,4651.0000,25,3
DC,a2403,2024-01-29 10:33:32.894,4651.0000,189119,0,46510.0000,1,0,1,空换,B,4650.0000,4651.0000,26,3
DC,a2403,2024-01-29 10:33:32.911,4651.0000,189118,-1,46510.0000,1,0,1,双平,B,4650.0000,4651.0000,26,2
DC,a2403,2024-01-29 10:33:34.710,4651.0000,189118,0,93020.0000,2,1,1,多换,S,4651.0000,4652.0000,1,54
DC,a2403,2024-01-29 10:33:37.320,4651.0000,189118,0,139530.0000,3,1,2,空换,B,4650.0000,4652.0000,26,56
DC,a2403,2024-01-29 10:33:39.662,4651.0000,189118,0,46510.0000,1,0,1,空换,B,4650.0000,4651.0000,25,5
DC,a2403,2024-01-29 10:33:43.351,4651.0000,189116,-2,279060.0000,6,2,4,多平,S,4651.0000,4652.0000,6,70
DC,a2403,2024-01-29 10:33:49.699,4652.0000,189116,0,46520.0000,1,0,1,空换,B,4651.0000,4652.0000,9,70
DC,a2403,2024-01-29 10:33:51.357,4651.0000,189116,0,93020.0000,2,1,1,多换,S,4651.0000,4652.0000,28,57
DC,a2403,2024-01-29 10:33:53.793,4651.0000,189116,0,93030.0000,2,1,1,多换,S,4651.0000,4652.0000,26,58
DC,a2403,2024-01-29 10:33:55.255,4652.0000,189114,-2,93040.0000,2,0,2,双平,B,4651.0000,4652.0000,45,56
DC,a2403,2024-01-29 10:33:55.703,4652.0000,189109,-5,930220.0000,20,7,13,空平,B,4651.0000,4652.0000,27,54
DC,a2403,2024-01-29 10:33:56.872,4651.0000,189109,0,46510.0000,1,0,1,多换,S,4651.0000,4652.0000,26,54
DC,a2403,2024-01-29 10:33:58.900,4652.0000,189102,-7,465200.0000,10,1,9,空平,B,4651.0000,4652.0000,27,44
DC,a2403,2024-01-29 10:33:59.161,4652.0000,189102,0,46520.0000,1,0,1,空换,B,4651.0000,4652.0000,34,43
DC,a2403,2024-01-29 10:34:04.878,4652.0000,189102,0,46520.0000,1,0,1,空换,B,4651.0000,4652.0000,34,60
DC,a2403,2024-01-29 10:34:06.722,4651.0000,189103,1,418590.0000,9,5,4,空开,S,4651.0000,4652.0000,19,68
